activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-01610,CUST-0267,,2026-02-17,WhatsApp,Chat,Huy Vo,Completed,15
ACT-01611,CUST-0146,,2025-09-14,WhatsApp,Email,Khanh Do,No Response,5
ACT-01612,CUST-0247,,2024-09-26,WhatsApp,Phone,Khanh Do,Completed,20
ACT-01613,CUST-0036,,2025-07-28,Meeting,In-person,Binh Tran,Completed,20
ACT-01614,CUST-0024,,2024-12-25,Support Follow-up,Chat,Huy Vo,Follow-up Needed,10
ACT-01615,,LEAD-0255,2026-02-07,Call,Chat,An Nguyen,Follow-up Needed,60
ACT-01616,CUST-0302,,2024-05-30,Call,Phone,Chi Le,Completed,20
ACT-01617,CUST-0110,,2024-09-02,Demo,In-person,Linh Vu,Follow-up Needed,10
ACT-01618,CUST-0051,,2025-01-22,Demo,Chat,Linh Vu,Completed,15
ACT-01619,,LEAD-0111,2025-01-15,Meeting,Chat,Linh Vu,Interested,10
ACT-01620,,LEAD-0148,2024-09-25,Support Follow-up,Phone,Chi Le,Rescheduled,15
ACT-01621,CUST-0013,,2025-11-04,Call,Zoom,Giang Ho,Interested,10
ACT-01622,CUST-0019,,2025-11-12,WhatsApp,Chat,Dung Pham,Interested,20
ACT-01623,CUST-0235,,2024-08-30,WhatsApp,Chat,Linh Vu,Completed,20
ACT-01624,CUST-0110,,2024-01-14,Email,Zoom,Dung Pham,No Response,5
ACT-01625,CUST-0298,,2024-03-22,Meeting,Email,Huy Vo,Completed,20
ACT-01626,CUST-0116,,2024-01-19,Demo,Zoom,Binh Tran,No Response,45
ACT-01627,CUST-0212,,2024-11-17,Meeting,In-person,Khanh Do,Completed,45
ACT-01628,CUST-0100,,2025-01-02,Call,Chat,Khanh Do,Completed,20
ACT-01629,CUST-0168,,2025-10-09,Demo,Phone,An Nguyen,Completed,15
ACT-01630,CUST-0115,,2024-10-20,Call,Zoom,Khanh Do,Follow-up Needed,30
ACT-01631,,LEAD-0105,2024-07-07,Meeting,Phone,Huy Vo,No Response,60
ACT-01632,CUST-0135,,2024-04-14,WhatsApp,Email,An Nguyen,Completed,20
ACT-01633,CUST-0023,,2025-12-27,WhatsApp,Phone,Chi Le,Completed,10
ACT-01634,CUST-0284,,2024-10-27,Meeting,In-person,An Nguyen,Interested,30
ACT-01635,,LEAD-0427,2024-03-25,Meeting,Email,Linh Vu,Completed,20
ACT-01636,,LEAD-0289,2024-11-06,Meeting,Email,An Nguyen,Completed,20
ACT-01637,CUST-0077,,2024-09-14,WhatsApp,Chat,Khanh Do,Completed,5
ACT-01638,CUST-0237,,2024-08-28,Demo,Phone,Giang Ho,Completed,15
ACT-01639,,LEAD-0113,2025-06-29,Call,Email,Khanh Do,Interested,60
ACT-01640,CUST-0063,,2024-09-26,Call,Chat,Dung Pham,Interested,30
ACT-01641,CUST-0044,,2024-01-26,Meeting,In-person,Binh Tran,Follow-up Needed,45
ACT-01642,,LEAD-0128,2024-04-14,WhatsApp,Chat,Chi Le,Follow-up Needed,20
ACT-01643,,LEAD-0614,2024-05-26,Meeting,In-person,Khanh Do,Interested,60
ACT-01644,,LEAD-0297,2024-03-05,Call,Email,Giang Ho,Completed,10
ACT-01645,CUST-0036,,2025-06-12,Call,Phone,Binh Tran,Completed,20
ACT-01646,,LEAD-0238,2024-06-09,Meeting,Phone,Linh Vu,Follow-up Needed,60
ACT-01647,CUST-0160,,2025-04-06,Call,Chat,Huy Vo,Completed,45
ACT-01648,,LEAD-0049,2026-04-06,Demo,In-person,Binh Tran,Completed,45
ACT-01649,CUST-0109,,2024-03-11,Call,Email,Binh Tran,Completed,20
ACT-01650,,LEAD-0400,2024-10-05,Meeting,In-person,Chi Le,Rescheduled,15
ACT-01651,CUST-0242,,2025-09-06,Meeting,Phone,Linh Vu,Interested,10
ACT-01652,CUST-0231,,2024-09-28,Meeting,Chat,Linh Vu,Completed,15
ACT-01653,CUST-0055,,2025-12-26,Email,In-person,Giang Ho,Completed,20
ACT-01654,,LEAD-0073,2024-01-05,Demo,Phone,Dung Pham,Completed,30
ACT-01655,CUST-0034,,2025-12-20,Support Follow-up,Chat,An Nguyen,Completed,20
ACT-01656,CUST-0019,,2024-03-24,Call,Chat,Khanh Do,Interested,20
ACT-01657,CUST-0049,,2024-06-18,Meeting,Email,Khanh Do,Completed,20
ACT-01658,CUST-0144,,2025-03-27,Meeting,Chat,Khanh Do,No Response,20
ACT-01659,,LEAD-0388,2026-03-04,Support Follow-up,Chat,Giang Ho,No Response,5
ACT-01660,CUST-0127,,2025-02-19,Call,Phone,An Nguyen,Rescheduled,30
ACT-01661,,LEAD-0005,2026-02-10,Call,In-person,Linh Vu,Rescheduled,15
ACT-01662,CUST-0161,,2025-08-10,Meeting,Chat,Dung Pham,Follow-up Needed,10
ACT-01663,CUST-0053,,2024-04-23,Call,In-person,Binh Tran,Interested,30
ACT-01664,,LEAD-0038,2024-10-11,WhatsApp,Phone,Chi Le,Rescheduled,15
ACT-01665,CUST-0045,,2026-04-09,Meeting,Zoom,Khanh Do,No Response,15
ACT-01666,CUST-0266,,2024-11-06,Support Follow-up,Chat,Khanh Do,Rescheduled,15
ACT-01667,CUST-0083,,2024-08-22,WhatsApp,Phone,Linh Vu,Follow-up Needed,5
ACT-01668,,LEAD-0240,2025-01-03,Email,Phone,An Nguyen,Completed,10
ACT-01669,CUST-0207,,2024-12-22,Email,In-person,Binh Tran,Rescheduled,20
ACT-01670,CUST-0234,,2024-08-29,Call,In-person,Dung Pham,Rescheduled,20
ACT-01671,,LEAD-0159,2024-10-06,WhatsApp,In-person,Chi Le,Rescheduled,10
ACT-01672,,LEAD-0574,2024-12-23,WhatsApp,In-person,Huy Vo,Rescheduled,10
ACT-01673,,LEAD-0158,2025-05-05,Support Follow-up,In-person,Linh Vu,Interested,15
ACT-01674,,LEAD-0248,2024-10-07,WhatsApp,Email,Binh Tran,Follow-up Needed,20
ACT-01675,,LEAD-0400,2025-03-26,Call,In-person,An Nguyen,Completed,45
ACT-01676,CUST-0245,,2024-08-22,Meeting,In-person,Chi Le,Completed,60
ACT-01677,CUST-0070,,2024-12-13,Call,In-person,Dung Pham,Rescheduled,20
ACT-01678,,LEAD-0403,2024-11-05,Demo,Email,Linh Vu,Completed,20
ACT-01679,CUST-0168,,2025-01-04,Demo,Phone,Dung Pham,Interested,15
ACT-01680,CUST-0068,,2025-05-01,Support Follow-up,Phone,Khanh Do,Completed,10
ACT-01681,CUST-0065,,2025-09-10,Support Follow-up,Phone,Huy Vo,Completed,10
ACT-01682,CUST-0028,,2024-01-08,Call,Phone,Binh Tran,Interested,60
ACT-01683,CUST-0168,,2025-03-10,Call,In-person,Binh Tran,Follow-up Needed,30
ACT-01684,CUST-0133,,2026-03-17,Meeting,Chat,Binh Tran,Completed,10
ACT-01685,,LEAD-0002,2024-02-18,Support Follow-up,Chat,Chi Le,Interested,10
ACT-01686,CUST-0156,,2025-11-12,Demo,Chat,An Nguyen,Follow-up Needed,60
ACT-01687,,LEAD-0575,2025-02-18,Demo,Email,Dung Pham,Interested,15
ACT-01688,CUST-0136,,2025-11-12,Meeting,Chat,Binh Tran,No Response,30
ACT-01689,,LEAD-0251,2025-10-05,Demo,Zoom,Huy Vo,Interested,10
ACT-01690,CUST-0065,,2024-03-14,WhatsApp,Chat,Chi Le,Follow-up Needed,5
ACT-01691,CUST-0042,,2025-06-22,Support Follow-up,In-person,Giang Ho,Completed,20
ACT-01692,CUST-0115,,2024-01-30,Email,Email,Khanh Do,Completed,5
ACT-01693,CUST-0224,,2025-09-14,Email,In-person,Dung Pham,Completed,5
ACT-01694,CUST-0237,,2025-03-20,Meeting,Phone,Dung Pham,Completed,45
ACT-01695,CUST-0293,,2026-01-21,Email,Email,Huy Vo,Completed,10
ACT-01696,,LEAD-0412,2026-04-04,Demo,Phone,Chi Le,Completed,45
ACT-01697,CUST-0299,,2024-09-23,WhatsApp,Chat,Huy Vo,Follow-up Needed,10
ACT-01698,,LEAD-0321,2024-07-08,WhatsApp,In-person,Giang Ho,Completed,15
ACT-01699,,LEAD-0255,2026-03-31,Support Follow-up,In-person,Khanh Do,No Response,5
ACT-01700,CUST-0114,,2024-08-14,Call,In-person,Giang Ho,Completed,60
ACT-01701,CUST-0165,,2025-07-29,Demo,In-person,Binh Tran,Follow-up Needed,20
ACT-01702,,LEAD-0609,2025-11-22,Support Follow-up,Phone,Khanh Do,Interested,10
ACT-01703,,LEAD-0544,2025-05-05,WhatsApp,Phone,Chi Le,Rescheduled,5
ACT-01704,CUST-0009,,2025-12-31,Support Follow-up,Zoom,Khanh Do,Rescheduled,20
ACT-01705,CUST-0212,,2024-07-01,Support Follow-up,In-person,Khanh Do,Interested,10
ACT-01706,CUST-0166,,2025-06-04,Meeting,Phone,An Nguyen,Completed,20
ACT-01707,CUST-0318,,2025-08-26,WhatsApp,In-person,Linh Vu,Follow-up Needed,20
ACT-01708,,LEAD-0585,2024-07-19,WhatsApp,Zoom,Linh Vu,Follow-up Needed,15
ACT-01709,,LEAD-0070,2025-07-31,Support Follow-up,Email,Giang Ho,Interested,15
ACT-01710,CUST-0038,,2024-03-06,Demo,Email,Khanh Do,Rescheduled,30
ACT-01711,CUST-0271,,2025-03-11,Email,Zoom,Khanh Do,Rescheduled,20
ACT-01712,,LEAD-0107,2024-04-15,Email,Zoom,Giang Ho,Follow-up Needed,10
ACT-01713,CUST-0016,,2026-03-26,Call,Chat,An Nguyen,Completed,15
ACT-01714,CUST-0261,,2025-12-17,Email,Chat,Chi Le,Interested,10
ACT-01715,CUST-0115,,2024-06-24,Call,Phone,Linh Vu,Interested,45
ACT-01716,CUST-0043,,2024-06-24,Support Follow-up,In-person,Dung Pham,Interested,15
ACT-01717,,LEAD-0298,2025-07-11,Meeting,Email,Chi Le,Completed,15
ACT-01718,CUST-0316,,2025-04-04,Call,Chat,Giang Ho,Completed,30
ACT-01719,CUST-0036,,2025-03-23,Support Follow-up,Email,Linh Vu,Interested,20
ACT-01720,,LEAD-0215,2025-10-06,Demo,Zoom,Binh Tran,Completed,60
ACT-01721,,LEAD-0362,2024-12-05,Call,Phone,An Nguyen,Rescheduled,10
ACT-01722,CUST-0059,,2025-09-25,Meeting,Chat,Giang Ho,Interested,15
ACT-01723,CUST-0089,,2024-07-31,Support Follow-up,Phone,An Nguyen,Completed,5
ACT-01724,,LEAD-0138,2024-05-12,Email,Zoom,An Nguyen,Completed,10
ACT-01725,CUST-0098,,2025-11-16,Meeting,Email,Giang Ho,Completed,30
ACT-01726,CUST-0105,,2025-08-11,Call,In-person,Chi Le,Follow-up Needed,45
ACT-01727,CUST-0311,,2024-04-24,Demo,In-person,Dung Pham,Completed,30
ACT-01728,CUST-0286,,2025-04-27,Support Follow-up,Zoom,An Nguyen,Completed,5
ACT-01729,CUST-0143,,2024-09-15,Call,Phone,Khanh Do,Completed,30
ACT-01730,CUST-0238,,2024-01-05,Call,Chat,Giang Ho,Completed,60
ACT-01731,CUST-0015,,2024-04-12,Meeting,Phone,Linh Vu,Completed,15
ACT-01732,CUST-0212,,2025-12-10,Email,Chat,An Nguyen,Interested,15
ACT-01733,CUST-0184,,2024-01-07,Meeting,Phone,Khanh Do,Interested,60
ACT-01734,CUST-0100,,2024-05-05,Meeting,Email,Huy Vo,Completed,60
ACT-01735,CUST-0084,,2024-05-16,Support Follow-up,Chat,An Nguyen,Completed,10
ACT-01736,,LEAD-0456,2025-10-13,Meeting,Email,Huy Vo,Rescheduled,60
ACT-01737,CUST-0157,,2025-05-23,Demo,Email,Huy Vo,Follow-up Needed,60
ACT-01738,CUST-0187,,2024-02-17,Call,Phone,Binh Tran,Follow-up Needed,15
ACT-01739,,LEAD-0328,2025-06-02,Support Follow-up,In-person,Chi Le,No Response,10
ACT-01740,CUST-0114,,2024-03-25,Demo,Zoom,An Nguyen,Rescheduled,10
ACT-01741,CUST-0184,,2026-04-01,WhatsApp,Chat,An Nguyen,Interested,20
ACT-01742,CUST-0279,,2025-03-18,Call,Zoom,Chi Le,Completed,15
ACT-01743,CUST-0169,,2025-12-09,Meeting,Zoom,Chi Le,Completed,60
ACT-01744,,LEAD-0578,2025-02-20,Demo,Zoom,Linh Vu,No Response,45
ACT-01745,,LEAD-0091,2024-04-19,Support Follow-up,Email,Linh Vu,Rescheduled,10
ACT-01746,CUST-0157,,2026-02-15,Meeting,In-person,Khanh Do,Rescheduled,30
ACT-01747,,LEAD-0333,2026-02-24,Support Follow-up,Phone,Binh Tran,Rescheduled,5
ACT-01748,CUST-0183,,2025-06-27,WhatsApp,In-person,An Nguyen,Follow-up Needed,5
ACT-01749,,LEAD-0172,2024-07-04,Call,Email,Dung Pham,Completed,45
ACT-01750,CUST-0193,,2024-03-03,Call,Chat,Dung Pham,Completed,30
ACT-01751,CUST-0037,,2024-05-13,Support Follow-up,Chat,Dung Pham,Completed,20
ACT-01752,CUST-0055,,2026-01-28,Call,Email,Linh Vu,Interested,45
ACT-01753,CUST-0054,,2025-10-10,Meeting,In-person,An Nguyen,Follow-up Needed,15
ACT-01754,CUST-0249,,2026-02-05,WhatsApp,Chat,Huy Vo,Follow-up Needed,10
ACT-01755,CUST-0288,,2025-09-21,WhatsApp,In-person,Binh Tran,No Response,15
ACT-01756,,LEAD-0590,2025-04-23,Demo,Email,An Nguyen,Interested,45
ACT-01757,CUST-0003,,2025-04-26,Email,In-person,Giang Ho,Interested,15
ACT-01758,,LEAD-0321,2025-04-18,Support Follow-up,Zoom,Giang Ho,Completed,5
ACT-01759,CUST-0298,,2024-06-23,Support Follow-up,In-person,Chi Le,Completed,15
ACT-01760,CUST-0119,,2024-10-31,Demo,Zoom,Binh Tran,Interested,10
ACT-01761,,LEAD-0266,2024-09-12,Meeting,Chat,Dung Pham,Rescheduled,45
ACT-01762,CUST-0291,,2026-01-28,Call,In-person,Khanh Do,Completed,20
ACT-01763,CUST-0115,,2025-11-19,Demo,Zoom,Khanh Do,Interested,45
ACT-01764,CUST-0245,,2025-06-22,Meeting,Email,Giang Ho,Interested,30
ACT-01765,,LEAD-0216,2024-02-28,Demo,Phone,Linh Vu,No Response,30
ACT-01766,CUST-0099,,2024-11-19,Support Follow-up,Phone,An Nguyen,No Response,10
ACT-01767,CUST-0081,,2024-06-01,Email,Email,Huy Vo,Completed,10
ACT-01768,,LEAD-0419,2025-08-18,WhatsApp,Chat,Huy Vo,Completed,15
ACT-01769,CUST-0023,,2026-01-15,Email,Email,Binh Tran,Follow-up Needed,10
ACT-01770,,LEAD-0403,2024-11-18,Email,Email,Linh Vu,Completed,15
ACT-01771,,LEAD-0292,2025-09-30,Demo,Email,Giang Ho,Interested,10
ACT-01772,CUST-0066,,2024-09-08,Meeting,In-person,Linh Vu,Completed,30
ACT-01773,,LEAD-0338,2024-02-04,WhatsApp,Email,Huy Vo,Completed,15
ACT-01774,CUST-0022,,2024-06-01,Call,Phone,Khanh Do,Completed,20
ACT-01775,CUST-0215,,2024-11-12,Meeting,Zoom,Giang Ho,Follow-up Needed,30
ACT-01776,CUST-0082,,2024-04-20,WhatsApp,Chat,Dung Pham,Rescheduled,5
ACT-01777,,LEAD-0152,2025-05-04,Support Follow-up,Phone,Khanh Do,Completed,20
ACT-01778,,LEAD-0106,2024-06-06,Email,Email,Dung Pham,Interested,5
ACT-01779,CUST-0152,,2024-10-17,Demo,Chat,Huy Vo,Completed,10
ACT-01780,,LEAD-0380,2025-01-13,Meeting,Zoom,Huy Vo,Completed,30
ACT-01781,CUST-0171,,2025-03-14,Call,In-person,Linh Vu,No Response,45
ACT-01782,CUST-0160,,2026-03-23,Email,Email,Chi Le,No Response,10
ACT-01783,CUST-0308,,2024-03-04,Meeting,In-person,An Nguyen,Completed,15
ACT-01784,CUST-0126,,2025-02-13,WhatsApp,In-person,Chi Le,Rescheduled,20
ACT-01785,,LEAD-0577,2024-01-18,Email,Email,Chi Le,Completed,20
ACT-01786,CUST-0173,,2025-11-23,Call,In-person,Binh Tran,No Response,45
ACT-01787,CUST-0237,,2024-01-25,Support Follow-up,Phone,Huy Vo,Interested,10
ACT-01788,CUST-0107,,2025-08-21,Email,Zoom,Giang Ho,Interested,20
ACT-01789,CUST-0244,,2024-06-16,Call,In-person,Chi Le,Interested,45
ACT-01790,CUST-0122,,2026-02-12,Support Follow-up,Email,Binh Tran,Follow-up Needed,10
ACT-01791,CUST-0194,,2026-03-12,Support Follow-up,Chat,Chi Le,Completed,15
ACT-01792,CUST-0246,,2024-03-28,Email,Email,Khanh Do,Completed,5
ACT-01793,,LEAD-0129,2024-05-28,WhatsApp,Email,Linh Vu,No Response,15
ACT-01794,CUST-0028,,2024-11-19,Meeting,Chat,Huy Vo,No Response,45
ACT-01795,CUST-0228,,2026-03-19,Email,Chat,Chi Le,Completed,10
ACT-01796,CUST-0266,,2025-12-11,Support Follow-up,Phone,Binh Tran,Rescheduled,10
ACT-01797,CUST-0296,,2025-07-20,Call,Zoom,Giang Ho,Completed,30
ACT-01798,CUST-0297,,2024-11-27,Email,Zoom,Linh Vu,Completed,20
ACT-01799,,LEAD-0020,2025-10-24,Demo,Zoom,Linh Vu,Completed,60
ACT-01800,CUST-0176,,2024-06-30,Meeting,In-person,Dung Pham,No Response,30
ACT-01801,CUST-0241,,2025-05-21,WhatsApp,Chat,Giang Ho,Completed,5
ACT-01802,,LEAD-0621,2024-10-06,Demo,Zoom,Linh Vu,No Response,10
ACT-01803,,LEAD-0089,2024-05-25,WhatsApp,Chat,Linh Vu,Rescheduled,10
ACT-01804,CUST-0080,,2025-02-12,WhatsApp,Phone,Chi Le,No Response,10
ACT-01805,,LEAD-0073,2025-12-25,Support Follow-up,In-person,Giang Ho,Completed,5
ACT-01806,CUST-0101,,2025-05-19,Call,Chat,Khanh Do,Completed,30
ACT-01807,,LEAD-0408,2025-07-09,WhatsApp,Phone,Dung Pham,Completed,20
ACT-01808,CUST-0242,,2025-08-14,Meeting,Phone,Chi Le,No Response,45
ACT-01809,CUST-0064,,2024-06-27,Meeting,Email,Huy Vo,Completed,20
ACT-01810,CUST-0139,,2024-03-26,Demo,Phone,Binh Tran,Interested,10
ACT-01811,,LEAD-0570,2025-11-28,Meeting,Chat,An Nguyen,No Response,10
ACT-01812,,LEAD-0122,2025-04-27,Call,Chat,Khanh Do,No Response,10
ACT-01813,CUST-0021,,2025-05-06,Demo,Phone,An Nguyen,No Response,20
ACT-01814,CUST-0116,,2024-08-18,Demo,Chat,Huy Vo,Follow-up Needed,45
ACT-01815,CUST-0078,,2025-10-25,Meeting,In-person,Binh Tran,Interested,20
ACT-01816,,LEAD-0094,2024-02-05,WhatsApp,Phone,An Nguyen,Interested,5
ACT-01817,,LEAD-0509,2025-07-22,Support Follow-up,Zoom,An Nguyen,Interested,5
ACT-01818,CUST-0077,,2024-12-22,Support Follow-up,Zoom,Linh Vu,Completed,10
ACT-01819,,LEAD-0633,2024-06-28,Call,Phone,An Nguyen,Rescheduled,15
ACT-01820,CUST-0241,,2025-01-08,WhatsApp,Chat,Linh Vu,Completed,20
ACT-01821,CUST-0171,,2025-10-17,Email,Chat,Khanh Do,Completed,20
ACT-01822,,LEAD-0261,2026-02-17,Email,Zoom,Chi Le,Completed,15
ACT-01823,CUST-0085,,2024-02-27,Meeting,Phone,Khanh Do,Completed,20
ACT-01824,,LEAD-0217,2025-03-27,Meeting,Phone,Huy Vo,Completed,15
ACT-01825,CUST-0314,,2026-02-24,Email,In-person,Khanh Do,Follow-up Needed,20
ACT-01826,,LEAD-0623,2025-04-03,Demo,Chat,Binh Tran,Follow-up Needed,30
ACT-01827,,LEAD-0005,2025-06-26,Meeting,Zoom,Linh Vu,Follow-up Needed,30
ACT-01828,CUST-0024,,2026-03-30,Meeting,Chat,Giang Ho,Interested,30
ACT-01829,CUST-0041,,2024-10-08,Meeting,Chat,An Nguyen,No Response,15
ACT-01830,,LEAD-0346,2025-05-30,Demo,Email,Giang Ho,Follow-up Needed,60
ACT-01831,CUST-0131,,2024-09-28,Meeting,Phone,Khanh Do,Completed,20
ACT-01832,CUST-0125,,2024-11-20,Email,In-person,Binh Tran,Completed,5
ACT-01833,CUST-0030,,2025-12-18,WhatsApp,Zoom,Binh Tran,Rescheduled,15
ACT-01834,CUST-0218,,2025-06-07,WhatsApp,Chat,Huy Vo,Interested,10
ACT-01835,CUST-0183,,2025-08-13,Demo,Phone,Dung Pham,Completed,60
ACT-01836,CUST-0102,,2025-10-28,Meeting,Chat,An Nguyen,Follow-up Needed,10
ACT-01837,,LEAD-0152,2025-11-03,Demo,Zoom,Chi Le,Completed,30
ACT-01838,CUST-0069,,2024-01-09,Meeting,Zoom,Giang Ho,No Response,15
ACT-01839,,LEAD-0530,2025-05-10,WhatsApp,Phone,Chi Le,Rescheduled,15
ACT-01840,CUST-0131,,2025-09-15,Support Follow-up,Chat,Giang Ho,No Response,20
ACT-01841,CUST-0090,,2025-08-20,Email,In-person,Binh Tran,No Response,15
ACT-01842,CUST-0093,,2024-03-23,Meeting,In-person,Binh Tran,No Response,30
ACT-01843,CUST-0025,,2026-04-08,Meeting,Zoom,Chi Le,Interested,15
ACT-01844,CUST-0220,,2025-09-26,WhatsApp,Chat,Linh Vu,Interested,20
ACT-01845,,LEAD-0339,2024-10-27,Meeting,Zoom,Giang Ho,Follow-up Needed,20
ACT-01846,,LEAD-0242,2024-10-11,Call,Phone,Chi Le,Interested,45
ACT-01847,,LEAD-0219,2025-03-01,Call,Zoom,Khanh Do,Completed,30
ACT-01848,CUST-0033,,2025-12-16,WhatsApp,Email,Giang Ho,Completed,10
ACT-01849,CUST-0014,,2024-04-23,Email,Zoom,Giang Ho,Follow-up Needed,20
ACT-01850,CUST-0217,,2026-01-06,Support Follow-up,Zoom,Khanh Do,Completed,5
ACT-01851,,LEAD-0420,2025-07-21,Demo,Email,Chi Le,Interested,15
ACT-01852,,LEAD-0064,2026-04-10,Demo,Phone,Khanh Do,Completed,20
ACT-01853,CUST-0162,,2024-08-25,Call,In-person,An Nguyen,Completed,15
ACT-01854,CUST-0154,,2024-09-04,Email,Phone,Dung Pham,Follow-up Needed,10
ACT-01855,,LEAD-0504,2024-03-10,WhatsApp,In-person,Chi Le,Completed,20
ACT-01856,,LEAD-0361,2025-03-04,Email,Phone,Binh Tran,Completed,5
ACT-01857,CUST-0008,,2025-05-18,WhatsApp,Email,Linh Vu,No Response,5
ACT-01858,,LEAD-0427,2024-03-20,Meeting,Zoom,Huy Vo,Interested,45
ACT-01859,CUST-0206,,2025-01-20,Email,Zoom,Khanh Do,Completed,15
ACT-01860,CUST-0015,,2024-06-18,Support Follow-up,Chat,Chi Le,Completed,5
ACT-01861,,LEAD-0536,2025-12-22,WhatsApp,In-person,Khanh Do,Interested,15
ACT-01862,,LEAD-0629,2024-10-06,Demo,Chat,Giang Ho,Completed,45
ACT-01863,,LEAD-0546,2024-10-20,Demo,Phone,Huy Vo,Completed,15
ACT-01864,CUST-0113,,2025-11-21,Email,Chat,Linh Vu,Completed,10
ACT-01865,CUST-0082,,2024-01-18,Email,In-person,Khanh Do,No Response,15
ACT-01866,CUST-0227,,2026-02-05,Demo,Chat,Khanh Do,Completed,45
ACT-01867,,LEAD-0347,2024-07-09,Demo,Email,Linh Vu,Follow-up Needed,10
ACT-01868,,LEAD-0154,2024-01-07,WhatsApp,In-person,Linh Vu,Interested,15
ACT-01869,CUST-0041,,2026-01-31,Call,In-person,Chi Le,Interested,15
ACT-01870,,LEAD-0273,2025-10-15,Support Follow-up,Zoom,Huy Vo,No Response,15
ACT-01871,,LEAD-0178,2024-07-16,Support Follow-up,Email,Linh Vu,No Response,5
ACT-01872,CUST-0170,,2024-08-06,Meeting,Chat,Huy Vo,Interested,30
ACT-01873,CUST-0065,,2026-03-05,Demo,Email,Chi Le,Completed,20
ACT-01874,,LEAD-0459,2024-01-24,Meeting,Email,Giang Ho,Completed,60
ACT-01875,,LEAD-0340,2024-12-16,Meeting,Zoom,Khanh Do,No Response,60
ACT-01876,,LEAD-0229,2025-08-15,Demo,In-person,An Nguyen,Completed,10
ACT-01877,CUST-0286,,2025-07-04,Call,Zoom,Khanh Do,Interested,20
ACT-01878,CUST-0236,,2024-08-26,WhatsApp,In-person,Huy Vo,Completed,5
ACT-01879,CUST-0143,,2025-06-11,Support Follow-up,Zoom,Khanh Do,No Response,10
ACT-01880,CUST-0092,,2025-09-30,Call,Email,Giang Ho,No Response,20
ACT-01881,CUST-0239,,2025-12-07,Demo,Phone,An Nguyen,Interested,30
ACT-01882,,LEAD-0245,2025-11-24,WhatsApp,Zoom,Huy Vo,Interested,15
ACT-01883,,LEAD-0432,2024-10-08,Call,In-person,Khanh Do,Completed,45
ACT-01884,CUST-0106,,2024-03-01,Call,Email,An Nguyen,Completed,15
ACT-01885,CUST-0015,,2025-12-11,Call,Email,Linh Vu,Completed,30
ACT-01886,CUST-0115,,2024-09-10,Meeting,In-person,An Nguyen,Completed,45
ACT-01887,,LEAD-0078,2024-02-09,WhatsApp,Phone,Binh Tran,Completed,10
ACT-01888,CUST-0144,,2026-04-07,Email,Zoom,Khanh Do,No Response,10
ACT-01889,CUST-0231,,2025-05-17,Email,Chat,Linh Vu,Completed,15
ACT-01890,,LEAD-0375,2025-09-14,Demo,Chat,Huy Vo,No Response,45
ACT-01891,CUST-0152,,2024-12-27,Demo,Zoom,Huy Vo,Interested,20
ACT-01892,,LEAD-0027,2024-12-16,Meeting,Email,Khanh Do,Completed,60
ACT-01893,CUST-0227,,2024-04-27,Meeting,Chat,Huy Vo,Follow-up Needed,20
ACT-01894,,LEAD-0573,2024-08-17,WhatsApp,Zoom,Chi Le,Interested,10
ACT-01895,,LEAD-0376,2024-05-26,Call,In-person,Chi Le,Follow-up Needed,10
ACT-01896,CUST-0161,,2024-04-08,Call,Chat,Chi Le,Completed,20
ACT-01897,CUST-0152,,2024-11-23,Email,Phone,Dung Pham,Completed,10
ACT-01898,CUST-0198,,2026-02-22,WhatsApp,Zoom,Linh Vu,Completed,10
ACT-01899,CUST-0030,,2024-07-12,Support Follow-up,Zoom,Dung Pham,Completed,5
ACT-01900,,LEAD-0292,2024-10-19,Call,Email,Dung Pham,Rescheduled,30
ACT-01901,CUST-0012,,2025-08-12,Meeting,Phone,Chi Le,Follow-up Needed,10
ACT-01902,,LEAD-0040,2025-01-05,Support Follow-up,Email,Huy Vo,No Response,15
ACT-01903,CUST-0032,,2025-12-25,Call,Zoom,Linh Vu,Interested,20
ACT-01904,CUST-0122,,2024-06-06,Meeting,Zoom,Khanh Do,Completed,45
ACT-01905,,LEAD-0090,2026-03-11,Call,Email,Giang Ho,Follow-up Needed,60
ACT-01906,,LEAD-0269,2026-03-31,WhatsApp,Zoom,Linh Vu,Completed,10
ACT-01907,CUST-0320,,2025-03-18,Support Follow-up,Email,Linh Vu,No Response,20
ACT-01908,CUST-0253,,2024-09-01,Meeting,Email,Binh Tran,Follow-up Needed,15
ACT-01909,CUST-0085,,2025-09-26,Call,Email,Binh Tran,Rescheduled,10
ACT-01910,CUST-0304,,2024-11-08,WhatsApp,Phone,Chi Le,Interested,5
ACT-01911,CUST-0271,,2025-12-29,Call,Chat,Khanh Do,Interested,20
ACT-01912,,LEAD-0162,2024-07-11,Call,Chat,Binh Tran,Interested,45
ACT-01913,CUST-0079,,2024-03-12,Support Follow-up,Email,Dung Pham,Completed,10
ACT-01914,CUST-0078,,2024-08-27,Demo,In-person,Linh Vu,Completed,20
ACT-01915,,LEAD-0071,2025-05-10,Call,Phone,Dung Pham,Interested,45
ACT-01916,CUST-0059,,2025-06-02,Demo,Zoom,An Nguyen,Completed,10
ACT-01917,CUST-0106,,2026-03-11,Email,Phone,Dung Pham,Completed,15
ACT-01918,CUST-0221,,2024-01-29,Demo,Phone,Giang Ho,Follow-up Needed,30
